,Unit ID,Plant name,State,Region,Ownership,Age grouping,Age,Capacity,Avg daily generation,Actual avg PLF,Target PLF,Coeff of variation,Daily actual coal consumption - calc (tons/MW),Annual actual coal consumption (tons),Daily target coal consumption at 85%(tons/MW),Daily target generation,Not contracted in MERIT,Import share,Imported coal,Target SHR,Actual SHR,Efficiency,Actual coal used,Plant status,Wtd GCV,Pithead plant,Total,Auxiliary consumption (%),"Actual aux, MU",VC  - ACTUAL,Variation,TOTAL VC - ACTUAL,TOTAL VC - TARGET,INR/Mcal,FGD status - Jun 2020,Retirement by 2022,Retirement by 2027,Actual coal cost (INR crore),Target coal cost (INR crore),wtd PLF,FGD status - Feb 2021,Actual energy,Actual energy-coal cost,Actual energy-transport cost,Actual SHR.1,Actual INR/Mcal,Actual-cons,Actual age,Actual aux,Boiler design
333,JOJOBERA TPS2,JOJOBERA TPS,Jharkhand,ER,PVT SECTOR, 15-20 years,19.337440109514,120.0,2.08284754694155,0.7232109537991492,0.75,0.25,12.58072802896256,551035.88766856,14.344782065468856,2.16,Not contracted,0.05782718268310312,31864.852941155714,3219.580412810154,3228.4360999596247,0.2671155522558805,491437.6809924838,Relegated,599315.259380008,N,551035.88766856,0.0588,0.12247143576016313,2.4249582814453783,0.008095623329736717,184.35487188995975,0.0,0.6373616348281906,NIT issued,N,N,158.17014458755943,0.0,86.7853144558979,Bid Awarded,156.43303116188483,120.07018802231912,36.36284313956571,689244.8716539909,2510068.3610826135,1357482.3502101002,298230.5999807378,346232.1376371546,1
334,JOJOBERA TPS3,JOJOBERA TPS,Jharkhand,ER,PVT SECTOR, 15-20 years,18.3381245722108,120.0,2.07531232321627,0.7205945566723161,0.75,0.25,12.512671991173713,548055.0332134087,14.313128745824777,2.16,Not contracted,0.05782718268310312,31692.47852602593,3211.945105472714,3221.6656981600786,0.26775052865463916,488632.90896965144,Relegated,599315.259380008,N,548055.0332134085,0.0588,0.12202836460511668,2.4168648833649633,0.008916053656003778,183.07485587385258,0.0,0.6373616348281906,NIT issued,N,N,157.26742342159065,0.0,86.47134680067794,Bid Awarded,155.54022418712532,119.38491394349572,36.1553102436296,685311.1587791628,2500987.558844218,1352571.3171261032,281795.5437410349,344979.55598670745,1
335,JSW RATNAGIRI TPP1,JSW RATNAGIRI TPP,Maharashtra,WR,PVT SECTOR, 5-10 years,9.7577002053388,300.0,6.03381020950057,0.8380291957639681,0.85,0.15,12.966278113426924,1419807.453420248,13.132831504004107,6.12,Contracted,1.0,1419807.453420248,3159.113459453799,3163.070662575069,0.27222827259540444,1625328.8242847112,Relegated,0.0,N,0.0,0.09037612686967417,0.5453123970013587,3.434571035530648,0.0025541602341305337,756.4095669495516,0.0,1.2224735304310752,Unknown,N,N,850.2095079833324,0.0,251.40875872919042,Unknown,851.5945402996208,851.5945402996208,0.0,1956250.225864761,13946757.773970913,3932496.5842756345,435948.164789662,1541622.1400683091,1
336,JSW RATNAGIRI TPP2,JSW RATNAGIRI TPP,Maharashtra,WR,PVT SECTOR, 5-10 years,9.42368240930869,300.0,4.71254676693168,0.6545203842960666,0.85,0.15,10.402484953141318,1139072.1023689744,13.122251490314852,6.12,Not contracted,1.0,1139072.1023689744,3156.561384124572,3221.1813152633604,0.27244836876141054,1292741.0572620055,Relegated,0.0,N,0.0,0.09037612686967417,0.4259017244874903,3.4380541426604925,0.041666409554941816,591.3726691103732,0.0,1.2224735304310752,Unknown,N,N,676.2328470537551,0.0,196.35611528881998,Unknown,677.3344629939564,677.3344629939564,0.0,1555946.678276871,10892743.718292402,3071371.7237937376,328830.46907059924,1204042.9148020125,1
337,JSW RATNAGIRI TPP3,JSW RATNAGIRI TPP,Maharashtra,WR,PVT SECTOR, 5-10 years,9.01026694045174,300.0,5.3552731620672,0.7437879391760001,0.85,0.15,11.63139628947625,1273637.8936976495,13.109156555338808,6.12,Not contracted,1.0,1273637.8936976495,3153.4026679383987,3188.513316339461,0.27272127620867476,1454154.5318032217,Relegated,0.0,N,0.0,0.09037612686967417,0.4839888467167464,3.4316445379316414,0.022681347544217613,670.7748771945033,0.0,1.2224735304310752,Unknown,N,N,760.6682355862653,0.0,223.13638175280002,Unknown,761.9074008489075,761.9074008489075,0.0,1750224.3784633763,12378363.755491847,3490264.474101744,357285.1973798245,1368257.7651774976,1
338,JSW RATNAGIRI TPP4,JSW RATNAGIRI TPP,Maharashtra,WR,PVT SECTOR, 5-10 years,8.59137577002053,300.0,5.38402483411904,0.7477812269609778,0.85,0.15,11.673687722591573,1278268.8056237772,13.0958881775154,6.12,Not contracted,1.0,1278268.8056237772,3150.2021144517457,3183.9926969177823,0.2729983565355052,1459888.928938062,Relegated,0.0,N,0.0,0.09037612686967417,0.48658731147781875,3.4280794947694613,0.021851290605352135,673.6755773608155,0.0,1.2224735304310752,Unknown,N,N,763.6678987275002,0.0,224.33436808829333,Unknown,764.9119505861514,764.9119505861514,0.0,1757126.314565547,12444821.365489634,3509003.1894756625,342503.8885495622,1375603.7393894987,1
339,KAHALGAON TPS1,KAHALGAON TPS,Bihar,ER,CENTRAL SECTOR, 25-30 years,28.1752224503764,210.0,3.94791108286102,0.7833156910438532,0.65,0.25,14.117960125316115,1082141.6436054802,15.045758921115672,3.276,Contracted,0.0,0.0,3223.8086666153317,3179.7383386481356,0.26676521125644587,1216869.0484463496,Relegated,790727.8957298872,Pithead plant,1082141.6436054802,0.07241718123032055,0.28589659236873755,2.215057822194579,0.0441055776205261,319.187073377829,0.0,0.5026696055634261,Bid Awarded,N,Y,376.6209704941452,0.0,164.49629511920918,Bid Awarded,230.32137063960667,185.23417214793352,45.08719849167317,1286715.7333440739,3752253.2023939746,2573025.3868326317,823626.7697353582,808242.2460764853,1
340,KAHALGAON TPS2,KAHALGAON TPS,Bihar,ER,CENTRAL SECTOR, 25-30 years,26.17659137577,210.0,4.06069348943782,0.8056931526662341,0.65,0.25,14.36599782281863,1101153.733119048,14.982452281827515,3.276,Contracted,0.0,0.0,3208.5380519404516,3157.070379631791,0.2680348451781307,1242709.3662705414,Relegated,790727.8957298872,Pithead plant,1101153.733119048,0.07241718123032055,0.2940639763454013,2.1979354926034804,0.05191010223949872,325.76769559320303,0.0,0.5026696055634261,Bid Awarded,N,Y,384.6185488607326,0.0,169.19556205990915,Bid Awarded,235.212264550196,189.16763556070984,46.04462898948619,1314039.2514674494,3859446.1298356974,2646530.5872334177,787062.1729107378,831331.7999434088,1
341,KAHALGAON TPS3,KAHALGAON TPS,Bihar,ER,CENTRAL SECTOR, 25-30 years,25.1772758384668,210.0,4.16722423703415,0.8268302057607441,0.65,0.25,14.628430663994395,1121269.2103951704,14.950798962183436,3.276,Contracted,0.0,0.0,3200.902744603012,3142.4477712884354,0.2686742049411003,1269404.5114402105,Relegated,790727.8957298872,Pithead plant,1121269.2103951704,0.07241718123032055,0.3017786328006863,2.189037243352325,0.059197125027959985,332.9606305537904,0.0,0.5026696055634261,Bid Awarded,N,Y,392.88069629074516,0.0,173.63434320975625,Bid Awarded,240.2649548398797,193.23122245379912,47.03373238608062,1342266.6629030292,3960697.2295773034,2715961.3095294666,776875.3574079277,853141.4731873833,1
342,KAHALGAON TPS4,KAHALGAON TPS,Bihar,ER,CENTRAL SECTOR, 20-25 years,24.1752224503764,210.0,4.17754457156982,0.8288778911844881,0.7,0.25,14.62518068453281,1121020.0994694398,14.919058921115672,3.528,Contracted,0.0,0.0,3176.7179586153316,3134.114639473006,0.27071965821443494,1269173.7148368547,Relegated,790727.8957298872,Pithead plant,1121020.0994694398,0.07241718123032055,0.30252600233711346,2.180763393029128,0.04330790608449795,332.5236240165861,0.0,0.5026696055634261,Bid Awarded,N,Y,392.8092647420065,0.0,174.0643571487425,Bid Awarded,240.22127110078569,193.19609014616768,47.02518095461805,1342022.6188778158,3970506.089883039,2722687.5204809154,747803.1817359776,855254.3197511225,1
343,KASAIPALLI TPP1,KASAIPALLI TPP,Chhattisgarh,WR,PVT SECTOR, 5-10 years,8.42436687200547,135.0,2.5680320031075,0.7926024700949075,0.85,0.15,13.15131261784225,648030.9292441768,13.949901670670773,2.754,Contracted,0.28,181448.66018836954,3139.3455242871314,3158.319494624894,0.27394244862399625,690712.3008529602,Relegated,0.0,N,0.0,0.11279107493880862,0.28965109010775686,2.557927489702696,0.016443803835087874,239.76264741425084,0.0,0.6782734077859571,Unknown,N,N,255.08557840340504,0.0,107.00133346281251,Unknown,200.79557952212423,181.4803209494669,19.315258572657303,831343.2176690911,3293421.91095379,1673698.165817293,160189.2768226917,818856.3763825933,1
344,KASAIPALLI TPP2,KASAIPALLI TPP,Chhattisgarh,WR,PVT SECTOR, 5-10 years,7.9233401779603,135.0,2.34030989441531,0.7223178686467006,0.85,0.15,12.15755185197903,599063.3675062667,13.934031650136891,2.754,Contracted,0.28,167737.74290175468,3135.517411293292,3177.7254466733098,0.27427690144615713,633330.55090375,Relegated,0.0,N,0.0,0.11279107493880862,0.2639660686810325,2.556206747631601,0.03660424556230373,218.35453194334963,0.0,0.6782734077859571,Unknown,N,N,233.89403909316212,0.0,97.51291226730457,Unknown,184.11424675764795,166.40362637697282,17.710620380675106,762278.3862199478,3001375.32373528,1525281.7616708644,137302.17229458032,746243.6906683007,1
345,KHAMBARKHERA TPS1,KHAMBARKHERA TPS,Uttar Pradesh,NR,PVT SECTOR, 5-10 years,8.59137577002053,45.0,0.143806646185355,0.13315430202347683,0.85,0.15,4.450213427858641,73094.75555257816,14.4239026775154,0.918,Contracted,0.0,0.0,3160.8108009517455,3397.779343546682,0.2720820872103598,41611.639508577646,Relegated,0.0,N,0.0,0.10098421534569983,0.014522201326524752,2.7314521482241347,0.19232219196396833,14.337235501794202,0.0,0.7454153187875483,Unknown,N,N,12.878802427904782,0.0,5.991943591056457,Unknown,13.294294882768963,6.708767616192029,6.585527266576934,50083.88331701586,202683.97815539927,93725.04690810492,9148.237059685549,41054.90212694384,1
346,KHAMBARKHERA TPS2,KHAMBARKHERA TPS,Uttar Pradesh,NR,PVT SECTOR, 5-10 years,8.50650239561943,45.0,0.149484183307731,0.13841128084049167,0.85,0.15,4.520666987099259,74251.95526310532,14.421214313381245,0.918,Contracted,0.0,0.0,3160.162322794319,3395.3930595933407,0.272137919560904,43224.10379387488,Relegated,0.0,N,0.0,0.10098421534569983,0.015095542957923976,2.730579109218164,0.19097283920984084,14.898511165599952,0.0,0.7454153187875483,Unknown,N,N,13.377860124204275,0.0,6.228507637822125,Unknown,13.809453044039104,6.968734498228446,6.840718545810657,52024.64974850998,210686.01311423496,97425.34482362219,9415.470113302132,42675.76414594122,1
347,KHAPARKHEDA TPS1,KHAPARKHEDA TPS,Maharashtra,WR,STATE SECTOR, 30-35 years,31.1759069130732,210.0,1.954155879805,0.3877293412311508,0.6,0.25,8.709095244822965,667552.1505156802,15.140805601471593,3.024,Contracted,0.02428521352610121,16211.64651508135,3268.739304664547,3338.9098710585563,0.2630983751970569,617339.1458937079,Relegated,810125.3875851162,N,667552.1505156803,0.08978117737978991,0.17544641567253214,2.5841078634755896,0.06019724886784219,184.31585950433234,0.0,0.6515112824196123,Feasiblity Study Carried Out,N,Y,194.26880234578678,0.0,81.42316165854167,Feasiblity Study Carried Ou,155.15961924043236,101.29642979031145,53.86318945012091,668786.9115584734,2407261.6265997994,1273608.3926496902,451101.2569561324,495994.73674853786,1
348,KHAPARKHEDA TPS2,KHAPARKHEDA TPS,Maharashtra,WR,STATE SECTOR, 30-35 years,30.3381245722108,210.0,2.74256261608306,0.5441592492228294,0.6,0.25,10.859014728036769,832343.4789040184,15.114268845824776,3.024,Contracted,0.02428521352610121,20213.639112242003,3262.338197691241,3280.7975416845516,0.2636146064220511,851326.0047921762,Relegated,810125.3875851162,N,832343.4789040184,0.08978117737978991,0.24623050070973387,2.5719479903718385,0.015910593502557552,257.46108692498717,0.0,0.6515112824196123,Feasiblity Study Carried Out,N,Y,267.9015002642898,0.0,114.27344233679418,Feasiblity Study Carried Ou,213.968966056424,139.69029089878094,74.27867515764305,922273.7505980287,3378474.4668898727,1787447.35837513,616085.5455025621,696104.4596484489,1
349,KHAPARKHEDA TPS3,KHAPARKHEDA TPS,Maharashtra,WR,STATE SECTOR, 15-20 years,20.0082135523613,210.0,2.74388400817429,0.5444214301933116,0.75,0.25,10.535462598979645,807543.2082117897,14.787068914271043,3.78,Contracted,0.02428521352610121,19611.359242976127,3133.8264503373734,3201.784804852654,0.27442489672885884,831223.4842869564,Relegated,810125.3875851162,N,807543.2082117898,0.08978117737978991,0.24634913684746484,2.4873613587000936,0.060567028991906864,249.11363349610693,0.0,0.6515112824196123,Feasiblity Study Carried Out,N,N,261.57549192890866,0.0,114.32850034059543,Feasiblity Study Carried Ou,208.91647675923642,136.3917578792729,72.5247188799635,900495.9276741903,3380102.2472055494,1788308.5670815406,406508.65824599913,696439.8492298044,1
350,KHAPARKHEDA TPS4,KHAPARKHEDA TPS,Maharashtra,WR,STATE SECTOR, 15-20 years,19.337440109514,210.0,3.18141106349605,0.6312323538682638,0.75,0.25,11.722042274544172,898494.5403438108,14.765822165468855,3.78,Contracted,0.02428521352610121,21820.131764285605,3128.701381028681,3167.9625443316245,0.2748744272031618,953585.7271954363,Relegated,810125.3875851162,N,898494.5403438109,0.08978117737978991,0.28563083100976494,2.478927835039125,0.035110060570555185,287.8568280600651,0.0,0.6515112824196123,Feasiblity Study Carried Out,N,N,300.0813384158695,0.0,132.5587943123354,Feasiblity Study Carried Ou,239.67052685531428,156.4696331123753,83.20089374293899,1033055.5864459669,3919077.7208409384,2073463.9814616381,455527.4012469092,807490.9270211699,1
351,KOLAGHAT TPS1,KOLAGHAT TPS,West Bengal,ER,STATE SECTOR, 25-30 years,27.337440109514,210.0,0.842236990483253,0.16711051398477242,0.65,0.25,5.51797587969319,422952.85117848305,15.019222165468856,3.276,Contracted,0.0013520920441206432,571.8711851165693,3217.7123963650884,3377.3417532245253,0.2672706239909773,244891.71094418617,Relegated,890322.5930709468,N,422952.851178483,0.11038497174813085,0.09297030639972463,2.785019634635147,0.1270623261469531,85.61609927618342,0.0,0.7399119188950697,Feasibility study completed,N,Y,75.86471094345629,0.0,35.09320793680221,Feasibility Study started,76.82139835552763,48.90701884818727,27.914379507340364,291563.5207920989,1178301.6421609458,548922.484007022,170485.67502639806,262831.1468855031,1
352,KOLAGHAT TPS2,KOLAGHAT TPS,West Bengal,ER,STATE SECTOR, 25-30 years,29.7577002053388,210.0,2.31053224166124,0.45843893683754766,0.65,0.25,9.647977363905957,739517.4649433916,15.095883904004106,3.276,Contracted,0.0013520920441206432,999.8956808382264,3236.2044831768617,3299.529053699749,0.2657434054215789,656339.8219292609,Relegated,890322.5930709468,N,739517.4649433915,0.11038497174813085,0.2550480362189214,2.794964648813392,0.050225958445058276,235.71174164161556,0.0,0.7399119188950697,Feasibility study completed,N,Y,203.32673033058023,0.0,96.27217673588501,Feasibility Study started,205.8907699351056,131.07680908491892,74.8139608501867,781425.9967393053,3232467.779707884,1505874.3700431425,509104.7332056516,721032.0205044844,1
353,KOLAGHAT TPS3,KOLAGHAT TPS,West Bengal,ER,STATE SECTOR, 30-35 years,34.4229979466119,210.0,0.0459569892473118,0.0091184502474825,0.6,0.25,3.54421994378723,271664.4586912912,15.243657209958931,3.024,Contracted,0.0013520920441206432,367.3153532668359,3288.3784231850746,3483.7068461446243,0.2615270778863148,13783.450032043806,Relegated,890322.5930709468,N,271664.45869129116,0.11038497174813085,0.005072960959693666,2.848387069664249,0.1520193031000806,4.777970228545078,0.0,0.7399119188950697,Feasibility study completed,N,Y,4.269958539849883,0.0,1.914874551971325,Feasibility Study started,4.323804597316384,2.75267565370496,1.571128943611424,16410.319502078135,64294.48778758806,29952.16902150536,11713.751262105041,14341.48384333622,1
354,KOLAGHAT TPS4,KOLAGHAT TPS,West Bengal,ER,STATE SECTOR, 35-40 years,36.3394934976043,210.0,2.43316894274061,0.4827716156231369,0.55,0.25,10.195003526186007,781447.0202821573,15.304362206536615,2.772,Contracted,0.0013520920441206432,1056.5882990252878,3319.550038352768,3341.773806050289,0.25907125666548186,700025.8537018381,Relegated,890322.5930709468,N,781447.0202821572,0.11038497174813085,0.2685852850028516,2.8480296243619025,0.0172983820876129,252.9354088950944,0.0,0.7399119188950697,Feasibility study completed,N,Y,216.86017398988224,0.0,101.38203928085875,Feasibility Study started,219.59487627841202,139.80129212710276,79.79358415130929,833437.7744509286,3404038.285282699,1585802.042833065,654706.8301737637,759302.4184556017,1
355,KOLAGHAT TPS5,KOLAGHAT TPS,West Bengal,ER,STATE SECTOR, 25-30 years,26.4229979466119,210.0,2.84281844667825,0.5640512791028274,0.65,0.25,11.0117668715003,844051.9307004978,14.990257209958932,3.276,Contracted,0.0013520920441206432,1141.2359003248116,3210.725567185075,3239.1377389905183,0.26785222903805633,792762.878336573,Relegated,890322.5930709468,N,844051.9307004979,0.11038497174813085,0.3138044339216438,2.764082736180953,0.022786923424329333,286.80916675544375,0.0,0.7399119188950697,Feasibility study completed,N,Y,245.5890662032811,0.0,118.45076861159374,Feasibility Study started,248.68605247340807,158.32168791448603,90.36436455892202,943848.752862727,3977143.822862072,1852788.444302646,556194.837282763,887138.9420915797,1
356,KOLAGHAT TPS6,KOLAGHAT TPS,West Bengal,ER,STATE SECTOR, 25-30 years,29.1772758384668,210.0,2.58460707117255,0.512818863327887,0.65,0.25,10.386196653323324,796101.9734772327,15.077498962183435,3.276,Contracted,0.0013520920441206432,1076.4031446473098,3231.7697293260744,3277.117862293139,0.2661080683428943,729207.8818944837,Relegated,890322.5930709468,N,796101.9734772327,0.11038497174813085,0.28530177853140115,2.788369749469711,0.03605299497858073,263.0496662605912,0.0,0.7399119188950697,Feasibility study completed,N,Y,225.9004396854551,0.0,107.69196129885626,Feasibility Study started,228.7491437052928,145.62919866319342,83.11994504209939,868181.3549947437,3615902.401242212,1684500.858690747,558386.6245979577,806560.6811865264,1
357,KORADI TPS6,KORADI TPS,Maharashtra,WR,STATE SECTOR, 35-40 years,38.17659137577,210.0,0.783187019969278,0.15539424999390436,0.55,0.25,5.698294100267704,436774.2427855195,15.362552281827513,2.772,Contracted,0.07145889105949883,31211.403032805538,3349.3924230996054,3479.8377194060204,0.256762986047522,244134.26202992437,Relegated,855673.1383423741,N,436774.2427855195,0.08249749694186975,0.0646109687848276,2.6342627409414083,0.1097745419335523,75.30389408513113,0.0,0.653872465730303,Feasiblity Study Carried Out,N,Y,79.2859264905454,0.0,32.632792498719915,Feasiblity Study Carried Ou,65.04447111042622,45.408381301675234,19.63608980875098,279349.78267742466,968279.3706601609,510437.0495493471,221390.18750683343,182658.05163733414,1
358,KORADI TPS7,KORADI TPS,Maharashtra,WR,STATE SECTOR, 35-40 years,37.3388090349076,210.0,0.470641502904461,0.09338125057628194,0.55,0.25,4.808951879823682,368606.16158848524,15.336015526180697,2.772,Contracted,0.07145889105949883,26340.187544811593,3342.9913161263,3493.9363240657976,0.25725463175792135,147302.27984051366,Relegated,855673.1383423741,N,368606.16158848524,0.08249749694186975,0.038826745946577756,2.62950448857612,0.12725566866550053,45.17071897050843,0.0,0.653872465730303,Feasiblity Study Carried Out,N,Y,47.83842150715076,0.0,19.610062621019207,Feasiblity Study Carried Ou,39.24561348300964,27.397867198108592,11.847746284901048,168550.1228676085,581869.2682837875,306737.5403482136,130120.70905570553,109764.91916779696,1
359,KORBA STPS1,KORBA STPS,Chhattisgarh,WR,CENTRAL SECTOR, 35-40 years,37.2539356605065,200.0,4.21338619630276,0.8777887908964082,0.55,0.25,15.772039946425538,1151358.9160890644,15.385406162046543,2.64,Contracted,0.0,0.0,3335.4894538097196,3227.1319198565448,0.2578332241517741,1194168.7899561778,Relegated,831199.22705797,Pithead plant,1151358.9160890644,0.06261093345414286,0.26380404275331615,2.0588080213964397,0.11667439569318223,316.6211953839042,0.0,0.3933883912010035,Bid Awarded,N,Y,369.59524049143704,0.0,175.55775817928162,Bid Awarded,195.23711945802012,192.02929148731093,3.2078279707091824,1393708.191189088,3133970.8759597484,2746047.0664300476,1162248.9586796907,745785.636241506,1
360,KORBA STPS2,KORBA STPS,Chhattisgarh,WR,CENTRAL SECTOR, 35-40 years,36.5913757700205,200.0,4.11177736726874,0.8566202848476542,0.55,0.25,15.456529586686266,1128326.6598280973,15.364419577515399,2.64,Contracted,0.0,0.0,3330.4271404517453,3229.0673049453144,0.2582251356152917,1166069.4528633154,Relegated,831199.22705797,Pithead plant,1128326.6598280973,0.06261093345414286,0.2574422191203138,2.0541004736589348,0.10938972071887411,308.2791400755684,0.0,0.3933883912010035,Bid Awarded,N,Y,360.8984956611961,0.0,171.32405696953083,Bid Awarded,190.64310085794293,187.51075454463677,3.132346313306147,1360913.600840815,3058392.9212941113,2679824.1725645144,1114048.4215484082,727800.4809107683,1
361,KORBA STPS3,KORBA STPS,Chhattisgarh,WR,CENTRAL SECTOR, 35-40 years,36.1752224503764,200.0,4.40697085001426,0.9181189270863043,0.55,0.25,16.29899698934555,1189826.7802222252,15.351237921115672,2.64,Contracted,0.0,0.0,3327.2475056153316,3205.5579901456995,0.25847190464448305,1240685.0388373283,Relegated,831199.22705797,Pithead plant,1189826.7802222252,0.06261093345414286,0.2759245586245902,2.04860936163667,0.13168196787496156,329.5279035026681,0.0,0.3933883912010035,Bid Awarded,N,Y,383.9920195201531,0.0,183.62378541726085,Bid Awarded,202.84215696689816,199.50937503196846,3.332781934929685,1447997.0636117456,3277961.6326810205,2872214.6061862693,1180448.7203325098,780050.867912296,1
362,KORBA-II2,KORBA-II,Chhattisgarh,WR,STATE SECTOR, 45+ years,53.0102669404517,50.0,0.0166173371647509,0.01384778097062575,0.55,0.25,5.032036286317415,91834.66222529282,16.665672955338806,0.66,Contracted,0.0,0.0,3594.737630938398,3771.974113365601,0.23923860050267395,6449.439028829649,Relegated,177366.2821563818,Pithead plant,91834.66222529282,0.09,0.001495560344827581,2.4339578706830807,0.16142558336017515,1.476275298240807,0.0,0.41185726695659847,Unknown,Y,N,1.9961013794227764,0.0,0.6923890485312876,Unknown,0.9422577821969443,0.9263849617848873,0.015872820412057228,6424.716975897124,12940.477837265451,10830.241484434828,6522.546146832954,4228.014899482743,1
363,KORBA-II3,KORBA-II,Chhattisgarh,WR,STATE SECTOR, 45+ years,52.1752224503764,50.0,0.37501944422374,0.3125162035197833,0.55,0.25,9.161049615547473,167189.15548374137,16.63922292111567,0.66,Contracted,0.0,0.0,3588.3574426153314,3666.8627461983524,0.23966397265407297,141494.7239486397,Relegated,177366.2821563818,Pithead plant,167189.15548374137,0.09,0.0337517499801366,2.417000868621675,0.07200364633541768,33.08441476901611,0.0,0.41185726695659847,Unknown,Y,N,43.792617062103986,0.0,15.625810175989166,Unknown,20.672263771227236,20.324028780175944,0.34823499105129585,140952.3449852144,292040.2203076838,244416.4851464351,144881.79990253234,95417.68227084528,1
364,KORBA-II4,KORBA-II,Chhattisgarh,WR,STATE SECTOR, 45+ years,51.5893223819301,50.0,0.310186534862369,0.25848877905197415,0.55,0.25,8.390791466031468,153131.94425507428,16.620664536447634,0.66,Contracted,0.0,0.0,3583.880851464065,3680.2460655863188,0.23996333462053518,117460.43487969243,Relegated,177366.2821563818,Pithead plant,153131.94425507428,0.09,0.02791678813761321,2.414034361802131,0.08849304563156934,27.33123481100241,0.0,0.41185726695659847,Unknown,Y,N,36.35400459526481,0.0,12.924438952598708,Unknown,17.160873739698232,16.871789932558837,0.2890838071393987,117010.18438882142,241552.65912995776,202162.05788407242,118489.12768621428,78921.9884037106,1
365,KORBA-III1,KORBA-III,Chhattisgarh,WR,STATE SECTOR, 40-45 years,44.0903490759753,120.0,1.8373763580345,0.6379779020953125,0.55,0.25,13.068654502204229,572407.0671965452,16.01858155698152,1.5840000000000003,Contracted,0.0,0.0,3461.782707457905,3432.699746788775,0.2484269154581123,552534.7415164729,Relegated,499975.19932440127,Pithead plant,572407.0671965452,0.09114707821535396,0.16747148661681277,2.2564341837481443,0.02857250022085421,151.3260370278096,0.0,0.39186008424172425,Unknown,Y,N,171.00950249934834,0.0,76.5573482514375,Unknown,90.210654523156,88.85080218804448,1.35985233511153,646484.0392955226,1361354.7145442944,1197498.0984026582,599842.7286142145,473449.26141114085,1
366,KORBA-III2,KORBA-III,Chhattisgarh,WR,STATE SECTOR, 35-40 years,39.0910335386721,120.0,1.78898379539876,0.6211749289579027,0.55,0.25,12.676516376407426,555231.4172866453,15.860228237337438,1.5840000000000003,Contracted,0.0,0.0,3423.585252120465,3400.0568704449365,0.25119865190076457,532866.2769595793,Relegated,499975.19932440127,Pithead plant,555231.4172866453,0.08541046933532156,0.152797945598293,2.199853211312297,0.02370995081431626,143.64581377621727,0.0,0.39186008424172425,Unknown,Y,N,164.9221127189898,0.0,74.54099147494833,Unknown,86.99944457050553,85.6879986168323,1.311445953673246,623471.2810776718,1325499.543661657,1165958.5602564716,517820.5685559036,431966.51531598053,1
367,KORBA-WEST TPS1,KORBA-WEST TPS,Chhattisgarh,WR,STATE SECTOR, 35-40 years,36.9253935660506,210.0,3.56784463310203,0.6757281502087178,0.55,0.25,12.898224063503605,988648.8744675512,15.322920591204651,2.772,Contracted,0.0,0.0,3323.7217927809716,3282.1596872926953,0.2587460845453116,1029665.0697186304,Relegated,871729.6550166934,Pithead plant,988648.8744675512,0.06094199291210258,0.21743156234198716,2.054744439303239,0.044840663039923234,267.58182558599697,0.0,0.39522145526102337,Unknown,Y,N,318.6813390779161,0.0,141.90291154383073,Unknown,168.92698021772787,165.57613586146155,3.3508443562663173,1200299.1720923358,2666174.653462464,2325319.5486341333,975498.9460252918,614688.5937295407,1
368,KORBA-WEST TPS2,KORBA-WEST TPS,Chhattisgarh,WR,STATE SECTOR, 35-40 years,36.1752224503764,210.0,3.68089282913768,0.7303358787971588,0.55,0.25,13.63423610358418,1045064.1973397274,15.299158921115671,2.772,Contracted,0.0,0.0,3317.9900826153316,3258.3762347583,0.2591930592276286,1054592.6528130842,Relegated,871729.6550166934,Pithead plant,1045064.1973397274,0.06094199291210258,0.2243209447035177,2.046751993392454,0.06456753877693382,274.9864278458061,0.0,0.39522145526102337,Unknown,Y,N,326.39642604564955,0.0,153.37053454740334,Unknown,173.01660262030512,169.58463630158334,3.4319663187217744,1229357.7060083323,2750653.1736574,2398997.9755870933,985961.872160472,634165.1807984115,1
369,KORBA-WEST TPS3,KORBA-WEST TPS,Chhattisgarh,WR,STATE SECTOR, 35-40 years,35.1759069130732,210.0,3.27844802465275,0.6504857191771329,0.55,0.25,12.491603558098799,957481.412728273,15.267505601471592,2.772,Contracted,0.0,0.0,3310.354775277892,3277.1370905066437,0.2597908859867765,944698.5551102733,Relegated,871729.6550166934,Pithead plant,957481.412728273,0.06094199291210258,0.1997951562810846,2.041275549210698,0.03607447546993848,244.2658764109846,0.0,0.39522145526102337,Unknown,Y,N,292.3842028066296,0.0,136.60200102719793,Unknown,154.98736319610995,151.9130258073227,3.0743373887872387,1101252.171140996,2449914.703383128,2136707.1901552696,853904.5814769558,564829.6977935025,1
370,KORBA-WEST TPS4,KORBA-WEST TPS,Chhattisgarh,WR,STATE SECTOR, 30-35 years,34.17659137577,210.0,3.78365814790684,0.7507258229973889,0.6,0.25,13.854620874937085,1061956.6900639276,15.235852281827514,3.024,Contracted,0.0,0.0,3286.1909079404513,3236.365291761217,0.26170116834112545,1076712.5247789088,Relegated,871729.6550166934,Pithead plant,1061956.6900639276,0.06094199291210258,0.23058366803155783,2.02969700794333,0.05441940209631057,280.3083061988724,0.0,0.39522145526102337,Unknown,Y,N,333.2425264190723,0.0,157.65242282945167,Unknown,176.64559158368775,173.14164045134277,3.503951132344976,1255143.240341961,2827447.517675432,2465974.604120322,957494.6907798694,651870.1752066073,1
